district,date,max_apparent_temp,mean_apparent_temp,max_temperature,min_temperature,night_min_temperature,mean_humidity,mean_wind_speed,max_shortwave_radiation,total_precipitation,heat_hours_30,heat_hours_apparent_35,weather_source,hourly_coverage,hot_day,heatwave_streak,month,day_of_year,month_sin,month_cos,max_apparent_temp_median,max_apparent_temp_mad,max_apparent_temp_p98,max_temperature_median,max_temperature_mad,max_temperature_p98,night_min_temperature_median,night_min_temperature_mad,night_min_temperature_p98,mean_humidity_median,mean_humidity_mad,mean_humidity_p98,max_shortwave_radiation_median,max_shortwave_radiation_mad,max_shortwave_radiation_p98,apparent_anomaly_z,temperature_anomaly_z,night_anomaly_z,humidity_anomaly_z,radiation_anomaly_z,heat_hours_apparent_35_scaled,heatwave_streak_scaled
Charlottenburg-Wilmersdorf,2018-01-01,7.0,3.7583333333333333,12.1,3.2,11.1,71.70833333333333,20.3625,175.0,0.30000000000000004,0,0,observed,24,False,0,1,1,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,1.569723949327349,1.9456464215671017,2.7530235080677357,0.0,0.15151604017227863,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-02,2.1,0.7666666666666666,5.7,2.6,2.6,91.45833333333333,11.379166666666668,124.0,5.2,0,0,observed,24,False,0,1,2,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.3679040506235974,0.28536147516317506,0.41295352621016035,0.6744907594765952,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-03,3.9,-0.325,8.4,2.2,2.2,87.04166666666667,24.670833333333334,83.0,13.5,0,0,observed,24,False,0,1,3,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.8093889113719143,0.9857941869273317,0.30283258588745093,0.04456987397422445,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-04,2.7,1.0541666666666667,7.2,5.3,6.1,83.58333333333333,23.650000000000002,102.0,2.6,0,0,observed,24,False,0,1,4,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.5150656708730363,0.6744907594765953,1.3765117540338678,0.0,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-05,3.6,2.225,8.6,4.5,5.5,79.625,19.54583333333333,110.0,1.7,0,0,observed,24,False,0,1,5,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.7358081012471948,1.0376780915024542,1.2113303435498037,0.0,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-06,4.3,1.3583333333333334,7.3,1.6,3.4,91.375,9.729166666666666,216.0,0.0,0,0,observed,24,False,0,1,6,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.9074966582048736,0.7004327117641567,0.6331954068555791,0.6626054597501361,0.5523004044989511,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-07,0.5,-3.225,4.1,-2.6,2.5,83.83333333333333,15.079166666666666,130.0,0.0,0,0,observed,24,False,0,1,7,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.3854232911294829,0.0,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-08,-4.3,-7.6000000000000005,1.4,-4.4,-3.6,71.41666666666667,16.304166666666667,250.0,0.0,0,0,observed,24,False,0,1,8,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.0,0.8846581700381431,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-09,-1.3,-4.858333333333333,4.8,-2.6,-2.6,51.416666666666664,23.208333333333332,214.0,0.4,0,0,observed,24,False,0,1,9,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.051883904575122756,0.0,0.0,0.5327499477025281,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-10,3.1,-1.1166666666666667,5.3,-0.4,2.3,96.33333333333333,9.008333333333333,214.0,2.6,0,0,observed,24,False,0,1,10,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.6131734177059956,0.18159366601292953,0.3303628209681282,1.3697807934744965,0.5327499477025281,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-11,0.3,-1.3125,2.1,-0.4,-0.4,99.70833333333333,3.4625,26.0,4.5,0,0,observed,24,False,0,1,11,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,1.8511354323961207,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-12,-0.7,-2.275,1.9,0.8,1.7,95.04166666666667,10.770833333333334,49.0,0.4,0,0,observed,24,False,0,1,12,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.1651814104840641,1.1855586477143703,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-13,-3.6,-5.366666666666667,0.8,-1.8,0.2,80.41666666666667,17.900000000000002,242.0,0.0,0,0,observed,24,False,0,1,13,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.0,0.8064563428524508,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-14,-5.7,-7.045833333333333,-0.4,-4.1,-1.1,76.83333333333333,16.470833333333335,255.0,0.0,0,0,observed,24,False,0,1,14,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.0,0.9335343120292007,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-15,-2.7,-6.008333333333333,2.9,-4.2,-4.2,78.0,19.458333333333332,246.0,0.1,0,0,observed,24,False,0,1,15,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.0,0.8455572564452969,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-16,2.2,-1.6541666666666668,5.8,1.6,1.8,86.20833333333333,20.6875,195.0,6.1,0,0,observed,24,False,0,1,16,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.39243098733183723,0.3113034274507363,0.19271164556474146,0.0,0.34702060813650915,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-17,-2.8,-3.9333333333333336,2.0,-0.9,0.1,88.29166666666667,16.329166666666666,139.0,3.2,0,0,observed,24,False,0,1,17,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.22284936987112222,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-18,-0.9,-3.85,5.1,0.3,0.3,87.625,24.59583333333333,60.0,12.6,0,0,observed,24,False,0,1,18,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.12970976143780677,0.0,0.12776697205944273,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-19,0.1,-2.0708333333333333,3.7,0.4,0.9,90.125,12.395833333333334,200.0,0.30000000000000004,0,0,observed,24,False,0,1,19,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.4843259638532383,0.39589675012756675,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-20,-1.0,-3.7291666666666665,2.4,-2.7,-0.4,91.625,8.795833333333333,202.0,0.5,0,0,observed,24,False,0,1,20,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.6982613589295156,0.4154472069239898,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-21,-1.4,-4.470833333333333,1.4,-2.8,-2.7,93.08333333333333,6.808333333333334,139.0,0.0,0,0,observed,24,False,0,1,21,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.9062541041425624,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-22,-3.3,-4.6375,1.8,-1.4,-1.4,83.58333333333333,15.162500000000001,140.0,0.8,0,0,observed,24,False,0,1,22,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-23,1.1,-2.720833333333333,4.7,-3.1,-3.1,90.41666666666667,7.920833333333333,61.0,0.4,0,0,observed,24,False,0,1,23,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.12263468354119916,0.025941952287561493,0.0,0.5259245128958484,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-24,7.0,4.2,10.4,4.3,4.3,86.83333333333333,19.583333333333332,231.0,1.8,0,0,observed,24,False,0,1,24,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,1.569723949327349,1.5046332326785588,0.8809675225816753,0.014856624658073464,0.6989288304721241,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-25,7.7,6.029166666666666,10.2,6.8,9.6,83.29166666666667,13.608333333333334,95.0,2.3000000000000003,0,0,observed,24,False,0,1,25,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,1.7414125062850279,1.4527493281034358,2.340069981857575,0.0,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-26,5.3,4.133333333333334,7.2,5.5,6.0,93.70833333333333,6.3625,75.0,5.0,0,0,observed,24,False,0,1,26,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,1.152766025287272,0.6744907594765953,1.3489815189531904,0.9953938520910113,0.0,0.0,0.0
Charlottenburg-Wilmersdorf,2018-01-27,3.4,2.1458333333333335,6.5,3.7,5.2,89.95833333333333,9.700000000000001,185.0,0.7000000000000001,0,0,observed,24,False,0,1,27,0.49999999999999994,0.8660254037844387,0.6,2.75,8.266000000000002,4.6,2.6,12.206,1.1,2.45,9.606,86.72916666666667,4.729166666666657,96.34083333333334,159.5,69.0,298.12,0.6867542278307152,0.49289709346366584,1.1287396383077715,0.4605553644003179,0.2492683241543939,0.0,0.0
